Column_1,AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,Breed,Color,weight,Normal_Age
6285,A700210,,2015-04-16 11:22:00,Adoption,,Dog,Neutered Male,Australian Terrier Mix,Brown,48.63020211,2.22198504
6286,A666664,Beau,2013-11-22 17:33:00,Transfer,Partner,Dog,Intact Male,Chihuahua Shorthair Mix,Red/Cream,38.68235647,2.485605934
6287,A693904,Caid,2014-12-18 18:36:00,Return_to_owner,,Dog,Neutered Male,Labrador Retriever Mix,Black,36.57224356,2.121351779
6288,A678812,,2014-05-13 13:23:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Tortie,42.84092641,1.171708511
6289,A702650,Beauty,2015-07-18 20:16:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Black,31.00540259,1.596816009
6290,A712245,,2015-09-21 15:57:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,27.14688577,1.475180238
6291,A508027,Sasha,2016-02-03 15:34:00,Euthanasia,Suffering,Dog,Intact Female,Rottweiler,Black,35.65882405,2.519296951
6292,A701217,Manchas,2015-04-28 18:31:00,Return_to_owner,,Dog,Spayed Female,Australian Cattle Dog Mix,Blue Tick,32.64058835,1.919340119
6293,A680139,,2014-05-31 11:21:00,Transfer,Partner,Dog,Intact Male,Labrador Retriever Mix,Brown/White,38.85455852,1.082454854
6294,A644510,Sun,2014-09-11 12:17:00,Return_to_owner,,Dog,Spayed Female,Chinese Sharpei Mix,Tan,43.8308273,2.355591419
6295,A665923,Willow,2013-11-04 15:00:00,Return_to_owner,,Dog,Spayed Female,German Shepherd/Labrador Retriever,Red,26.07583177,1.959760051
6296,A710189,Bear,2015-11-13 13:15:00,Return_to_owner,,Dog,Neutered Male,American Bulldog Mix,Black/White,40.1467257,2.29626753
6297,A663911,Brian,2013-10-15 13:13:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Blue,41.89715703,1.959760051
6298,A710607,Cha Cha,2015-10-11 14:22:00,Adoption,,Cat,Spayed Female,Domestic Medium Hair Mix,Blue,39.78690279,1.596816009
6299,A676997,,2014-04-18 10:36:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,42.66758924,1.249109466
6300,A668822,,2013-12-10 11:51:00,Euthanasia,Suffering,Cat,Unknown,Domestic Shorthair Mix,Black,57.2066989,1.773136415
6301,A704078,,2015-06-01 13:46:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Blue Tabby/White,40.98658434,1.171708511
6302,A677320,Charm,2014-08-30 12:22:00,Adoption,,Dog,Spayed Female,Pit Bull Mix,White/Blue,49.94717915,2.405198492
6303,A603485,P. Pistol,2014-08-06 18:28:00,Transfer,Partner,Dog,Spayed Female,Chihuahua Shorthair Mix,Black/Tan,44.96046636,2.22198504
6304,A709376,Carmelo,2015-08-18 11:54:00,Return_to_owner,,Dog,Neutered Male,Pit Bull Mix,Brown/White,46.82274693,1.959760051
6305,A715058,Leo,2015-11-01 15:05:00,Return_to_owner,,Dog,Neutered Male,Schipperke Mix,Black,31.79830403,1.959760051
6306,A686699,,2014-08-29 18:54:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,38.97825235,1.596816009
6307,A718501,Hank Cowdog,2016-02-18 18:08:00,Adoption,,Dog,Neutered Male,Australian Cattle Dog Mix,Black/White,35.74288167,1.959760051
6308,A713172,Boscoe,2015-12-21 15:00:00,Transfer,Partner,Dog,Neutered Male,Labrador Retriever Mix,Black/White,55.67202632,2.405198492
6309,A667795,Blue,2013-12-16 19:17:00,Adoption,,Dog,Neutered Male,Pit Bull Mix,White/Black,45.831174,1.896363319
6310,A711947,Buckey,2015-09-15 17:10:00,Return_to_owner,,Dog,Neutered Male,Siberian Husky Mix,White/Brown,49.72205116,1.959760051
6311,A671432,Polly,2014-03-08 17:42:00,Adoption,Foster,Dog,Spayed Female,Chihuahua Shorthair Mix,Black/Brown,39.30443103,1.475180238
6312,A707813,,2015-07-19 9:00:00,Transfer,SCRP,Cat,Unknown,Domestic Shorthair Mix,Black,49.30472732,2.121351779
6313,A667625,Margaret,2014-01-04 12:07:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby/White,51.26087994,1.596816009
6314,A677640,,2014-05-01 17:21:00,Adoption,,Dog,Neutered Male,Yorkshire Terrier Mix,Black/Tan,35.10101158,1.959760051
6315,A708877,Lisbeth,2015-10-09 12:45:00,Adoption,Foster,Dog,Spayed Female,Catahoula Mix,Blue Merle/White,48.23067241,1.596816009
6316,A681376,,2014-06-15 17:55:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Black,54.27209816,1
6317,A711369,,2015-09-05 18:44:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Black/White,46.6811048,1.352104604
6318,A698069,Ophelia,2015-03-20 11:03:00,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,33.48298543,2.405198492
6319,A720803,Poptart,2016-02-21 16:24:00,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Calico,42.68645584,1.959760051
6320,A704498,,2015-06-05 16:05:00,Transfer,Partner,Dog,Intact Male,Labrador Retriever/Plott Hound,White/Buff,31.60279167,1.475180238
6321,A687725,Fern,2014-09-18 15:20:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair,Brown Tabby/White,46.39419542,1.596816009
6322,A674589,,2014-03-16 14:29:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Tortie,50.68431836,2.121351779
6323,A687457,Leo,2014-09-05 11:19:00,Return_to_owner,,Dog,Neutered Male,Yorkshire Terrier Mix,Black,55.07783354,1.959760051
6324,A664217,,2013-10-01 16:11:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby/White,28.61309755,1.959760051
6325,A676890,Charlie,2014-05-28 11:22:00,Return_to_owner,,Dog,Neutered Male,Labrador Retriever Mix,Brown/White,29.50209535,2.29626753
6326,A655702,Izzy,2013-10-11 11:29:00,Transfer,Partner,Dog,Spayed Female,Labrador Retriever/Rottweiler,Black,20.7921112,2.121351779
6327,A665309,Helio,2013-11-16 13:55:00,Transfer,Partner,Dog,Neutered Male,Australian Shepherd Mix,White/Orange,21.74616078,2.355591419
6328,A703804,Beth,2015-08-26 17:33:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,41.71309907,1.6725662
6329,A693269,Denver,2015-01-30 19:11:00,Adoption,Foster,Dog,Neutered Male,Beagle/German Shepherd,Brown/Black,27.17944335,1.475180238
6330,A701599,Apollo,2015-05-02 11:27:00,Return_to_owner,,Dog,Neutered Male,German Shepherd Mix,Black/Brown,45.77662503,2.22198504
6331,A707912,Sandy,2015-07-23 16:39:00,Return_to_owner,,Dog,Spayed Female,Chihuahua Longhair Mix,Brown/White,51.40488389,2.485605934
6332,A688045,Hank,2014-09-20 15:01:00,Adoption,,Dog,Neutered Male,Siberian Husky/German Shepherd,Brown,32.01039402,2.121351779
6333,A690102,Marigold,2014-12-27 16:41:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,40.52151806,1.6725662
6334,A691859,,2014-11-11 9:54:00,Euthanasia,Suffering,Cat,Intact Female,Domestic Shorthair Mix,Black/White,34.14799778,2.121351779
6335,A686128,Huey,2014-08-30 14:03:00,Adoption,,Dog,Neutered Male,Pit Bull Mix,Blue/White,50.9929781,1.959760051
6336,A667273,Jonathon,2013-11-20 19:11:00,Transfer,SCRP,Cat,Intact Male,Russian Blue Mix,Blue,46.8937778,2.121351779
6337,A720853,Friday,2016-02-16 12:57:00,Return_to_owner,,Dog,Spayed Female,Labrador Retriever Mix,Black/White,33.14767384,2.549821365
6338,A678293,,2014-05-08 11:57:00,Euthanasia,Suffering,Dog,Intact Male,Beauceron Mix,Black/Tan,36.54261514,2.405198492
6339,A705265,,2015-06-23 13:39:00,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Cream Tabby,37.70591074,1.959760051
6340,A685602,,2014-08-10 9:00:00,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White,41.94270888,1.728481239
6341,A685816,,2014-08-13 14:08:00,Euthanasia,Suffering,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,46.52021122,2.29626753
6342,A680002,Nala,2015-07-26 16:51:00,Return_to_owner,,Dog,Spayed Female,Pit Bull Mix,Brown/White,44.14739714,1.959760051
6343,A676590,Kelly,2014-06-28 13:55:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,33.80085105,2.121351779
6344,A709309,Noah,2015-10-03 12:28:00,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Orange,51.35962377,1.596816009
6345,A702410,Miley,2015-08-24 19:54:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby,35.45948722,2.29626753
6346,A702574,Macie,2015-05-19 17:33:00,Adoption,,Dog,Spayed Female,Labrador Retriever Mix,Brown/White,33.11520891,1.773136415
6347,A685616,Squirt,2014-08-09 18:53:00,Transfer,Partner,Dog,Intact Female,Chihuahua Shorthair Mix,Brown,45.09022982,1.475180238
6348,A704864,Artie,2015-09-02 15:21:00,Euthanasia,Suffering,Cat,Neutered Male,Domestic Longhair Mix,Black,43.09222471,1.728481239
6349,A694643,Freyja,2015-01-08 17:22:00,Return_to_owner,,Dog,Spayed Female,German Shepherd,Black/Brown,45.16634712,2.29626753
6350,A699029,Shadow,2015-06-04 11:17:00,Return_to_owner,,Dog,Intact Female,German Shepherd,Black,36.82130462,2.22198504
6351,A675651,,2014-04-02 17:25:00,Transfer,Partner,Dog,Intact Female,Chihuahua Shorthair/Dachshund Wirehair,Brown Brindle,46.0709491,2.29626753
6352,A675605,Bartholomew,2014-04-12 17:54:00,Adoption,,Dog,Neutered Male,American Staffordshire Terrier Mix,Brown Brindle/White,25.44610168,1.959760051
6353,A675324,Alejo,2014-05-26 15:08:00,Return_to_owner,,Dog,Neutered Male,Great Pyrenees Mix,Cream/Black,26.46000306,1.959760051
6354,A695396,Calvin,2015-01-19 18:29:00,Return_to_owner,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White,56.56804182,2.22198504
6355,A721087,Bernard,2016-02-21 11:30:00,Return_to_owner,,Dog,Neutered Male,Norfolk Terrier Mix,Brown/White,58.48804524,2.22198504
6356,A707523,,2015-07-18 12:16:00,Transfer,Partner,Dog,Intact Male,Chihuahua Shorthair Mix,Brown,44.35620859,1.959760051
6357,A671292,Silver,2014-03-23 18:33:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Blue Tabby,33.17896108,2.121351779
6358,A717998,Gidget,2016-01-18 16:01:00,Adoption,,Cat,Intact Female,Domestic Shorthair Mix,Black,38.33274958,1.596816009
6359,A707773,,2015-07-17 15:49:00,Transfer,Partner,Dog,Intact Female,Chihuahua Shorthair Mix,White/Brown,53.86186451,2.22198504
6360,A703795,Trax,2015-05-31 8:41:00,Euthanasia,Rabies Risk,Cat,Neutered Male,Domestic Medium Hair Mix,Brown Tabby/White,26.68514984,2.649800588
6361,A718086,,2015-12-27 17:27:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,41.47700826,1.810477401
6362,A678741,,2014-05-12 15:57:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,52.928676,1.416246109
6363,A712796,,2015-09-29 9:00:00,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,24.99601794,1.959760051
6364,A698398,Tuco,2015-03-18 17:26:00,Adoption,,Dog,Neutered Male,Boxer Mix,White/Black,41.62708123,2.121351779
6365,A665606,Pavlov,2013-10-20 14:42:00,Return_to_owner,,Dog,Neutered Male,Labrador Retriever/Pit Bull,Brown/White,35.25604261,2.405198492
6366,A706458,Dartmouth,2015-07-18 19:20:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Blue Tabby,30.76153933,1.6725662
6367,A672907,Gizzard,2014-02-18 15:19:00,Return_to_owner,,Dog,Neutered Male,Australian Cattle Dog/Labrador Retriever,Red Merle/White,40.1763054,1.773136415
6368,A684259,Ruby,2014-07-22 9:00:00,Transfer,SCRP,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby,43.14482424,1.959760051
6369,A666131,Loki,2013-12-09 18:22:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Chocolate Point,33.19472645,1.596816009
6370,A666706,Violet,2013-11-15 15:18:00,Transfer,Partner,Cat,Intact Female,Russian Blue Mix,Blue,37.95098121,1.959760051
6371,A703201,Wiggles,2015-05-25 16:15:00,Adoption,,Dog,Spayed Female,Catahoula,White/Black,40.85700486,1.896363319
6372,A687016,,2014-08-31 9:00:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Calico,21.62147753,1.728481239
6373,A709784,Max,2015-10-27 13:55:00,Transfer,Partner,Dog,Neutered Male,Miniature Pinscher Mix,Black/Tan,37.13857171,1.959760051
6374,A683320,Smokie,2014-07-14 11:17:00,Transfer,Partner,Cat,Neutered Male,Siamese Mix,Blue Point,40.73321491,1.475180238
6375,A708737,Maverick,2015-12-29 13:38:00,Return_to_owner,,Dog,Neutered Male,German Shepherd/Anatol Shepherd,Sable,48.99731737,2.121351779
6376,A695211,Angus,2015-01-19 13:58:00,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Black,30.55177773,1.728481239
6377,A710043,,2015-08-16 16:33:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby,60.16938661,1.416246109
6378,A670205,Alice,2014-02-06 17:07:00,Adoption,,Dog,Spayed Female,Pit Bull Mix,Blue/White,32.86657533,2.121351779
6379,A711008,Harriett,2015-10-13 12:56:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby,34.06307178,1.596816009
6380,A688464,,2014-09-27 18:30:00,Adoption,,Dog,Spayed Female,Australian Cattle Dog Mix,Blue Merle,34.36852327,1.959760051
6381,A719666,Oliver,2016-01-31 0:00:00,Transfer,Partner,Dog,Neutered Male,Miniature Pinscher,Black/Tan,42.38474191,1.810477401
6382,A711410,,2015-09-07 14:49:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Black,19.75223369,1.352104604
6383,A678692,Kerra,2014-05-24 15:35:00,Return_to_owner,,Dog,Spayed Female,Pit Bull Mix,Tan/White,39.83919738,1.959760051
6384,A673933,Bacardi,2014-05-27 14:25:00,Adoption,,Dog,Neutered Male,Canaan Dog Mix,Brown,19.4314523,2.22198504
6385,A674579,,2014-04-15 12:01:00,Adoption,Foster,Cat,Neutered Male,Domestic Longhair Mix,Blue,62.03406654,1.596816009
6386,A695844,Dalton,2015-05-24 16:41:00,Adoption,,Dog,Neutered Male,Pit Bull Mix,Brown Brindle/White,40.41900795,2.121351779
6387,A710448,Rocco,2015-08-24 18:43:00,Return_to_owner,,Dog,Intact Male,Chihuahua Shorthair,Tan,40.36119469,1.810477401
6388,A671412,Katie,2014-02-02 12:16:00,Adoption,,Dog,Spayed Female,Labrador Retriever/Border Collie,Black/White,29.35335622,2.121351779
6389,A664504,Matilda,2014-02-13 16:13:00,Return_to_owner,,Dog,Spayed Female,Pit Bull Mix,White/Blue,44.82441604,1.919340119
6390,A682607,Ally,2014-08-01 19:11:00,Adoption,Foster,Dog,Spayed Female,Labrador Retriever Mix,Chocolate/White,32.56592442,1.475180238
6391,A719156,,2016-01-19 17:23:00,Adoption,,Dog,Neutered Male,German Shepherd Mix,Black/Brown,51.24054371,1.475180238
6392,A678876,,2014-05-18 17:10:00,Adoption,,Dog,Neutered Male,Rhod Ridgeback/Labrador Retriever,Tan/Black,38.08105334,1.6725662
6393,A717015,Ramses,2015-12-28 14:36:00,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White,28.60118402,2.121351779
6394,A675251,,2014-03-26 15:54:00,Transfer,SCRP,Cat,Intact Female,Domestic Longhair Mix,Brown Tabby/White,37.50990725,1.959760051
6395,A664462,Edgar,2013-10-07 13:06:00,Transfer,Partner,Dog,Intact Male,Leonberger Mix,Brown/White,32.65051896,1.728481239
6396,A686210,Kya,2015-06-13 14:08:00,Adoption,Foster,Cat,Spayed Female,Pixiebob Shorthair Mix,Brown Tabby,43.46050515,2.627448802
6397,A679174,Cali,2015-11-16 12:02:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Tortie/White,42.66365384,1.959760051
6398,A683090,Jenny Tyson,2014-07-11 16:54:00,Adoption,,Dog,Spayed Female,Black Mouth Cur Mix,Brown/Black,38.1800167,1.596816009
6399,A714155,Drusilla,2015-12-13 17:57:00,Adoption,,Dog,Spayed Female,Rottweiler,Black/Brown,27.82167618,2.22198504
6400,A532505,Anne Bonnie,2013-11-20 15:40:00,Return_to_owner,,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,52.13994887,2.405198492
6401,A704300,Sasha,2015-06-14 19:16:00,Adoption,,Dog,Spayed Female,Siberian Husky Mix,White,35.10397574,2.485605934
6402,A674345,Romeo,2014-03-16 16:13:00,Return_to_owner,,Dog,Neutered Male,Chihuahua Shorthair Mix,Black,44.30022961,1.959760051
6403,A717013,Izzy,2015-12-05 16:04:00,Adoption,,Cat,Intact Female,Domestic Shorthair Mix,Black,48.70750117,1.596816009
6404,A720443,Sleepy,2016-02-13 18:27:00,Adoption,,Dog,Neutered Male,Pointer Mix,Black/White,44.67912824,1.596816009
6405,A683210,X,2014-07-18 13:00:00,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Tortie/White,42.78625141,2.405198492
6406,A709441,Norah Jones,2015-09-05 16:01:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,35.81561474,1.959760051
6407,A699939,Charlie,2015-04-29 17:57:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,49.74947741,2.405198492
6408,A669444,Archie,2013-12-21 17:19:00,Return_to_owner,,Dog,Neutered Male,Australian Cattle Dog Mix,Black/Brown,51.22184414,2.121351779
6409,A720577,,2016-02-16 17:43:00,Adoption,,Dog,Spayed Female,Chihuahua Longhair Mix,Tan,47.31458867,1.596816009
6410,A678751,Panther,2014-05-30 17:00:00,Transfer,Partner,Cat,Intact Female,Domestic Medium Hair Mix,Black,33.98227415,1.475180238
6411,A715067,Yayo,2015-11-02 14:03:00,Return_to_owner,,Dog,Intact Male,Pit Bull Mix,Black/White,37.69343945,1.810477401
6412,A631348,Cornelius,2014-04-02 16:23:00,Adoption,,Dog,Neutered Male,American Eskimo Mix,White,45.53889972,2.355591419
6413,A710307,Leona,2015-09-07 16:13:00,Adoption,,Dog,Spayed Female,Leonberger Mix,Red/Black,42.15817995,2.519296951
6414,A712843,,2015-09-29 0:00:00,Died,Enroute,Dog,Intact Male,Pit Bull/Labrador Retriever,Tan/White,24.04115008,1.959760051
6415,A670678,Cowboy,2014-01-17 13:39:00,Adoption,,Dog,Neutered Male,Australian Shepherd,Blue Merle,51.48102653,2.121351779
6416,A708370,Estrella,2015-07-26 18:02:00,Return_to_owner,,Dog,Spayed Female,Toy Poodle Mix,Buff,32.66596196,2.29626753
6417,A661104,Baby,2013-11-02 19:11:00,Adoption,,Dog,Intact Female,Pit Bull Mix,Blue/White,51.80036159,2.485605934
6418,A718313,Asner,2016-01-04 13:52:00,Return_to_owner,,Dog,Neutered Male,Rottweiler Mix,Black/Tan,41.87698205,2.355591419
6419,A669974,Alvin,2014-01-05 17:34:00,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Black,36.57812261,2.121351779
6420,A679126,,2014-05-16 18:38:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Black/White,39.76188941,1.416246109
6421,A683139,Bobby,2014-07-12 11:44:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,30.53658983,1.475180238
6422,A704595,Rory,2015-06-12 14:05:00,Transfer,Partner,Dog,Neutered Male,Chihuahua Shorthair/Dachshund,Tan/White,39.72950671,1.959760051
6423,A686737,Zeke,2014-09-19 15:01:00,Adoption,,Dog,Neutered Male,Catahoula/Pit Bull,Brown/White,38.3010914,1.773136415
6424,A696478,Max,2015-02-05 16:36:00,Euthanasia,Suffering,Dog,Intact Male,German Shepherd Mix,Black/Tan,29.56859242,1.959760051
6425,A690229,Tula,2014-10-17 18:02:00,Return_to_owner,,Dog,Spayed Female,Rottweiler Mix,Black/Tan,24.3770256,2.121351779
6426,A706106,,2015-06-24 17:50:00,Euthanasia,Suffering,Cat,Intact Female,Domestic Shorthair Mix,Calico,40.17213485,2.121351779
6427,A710873,,2015-08-31 12:05:00,Euthanasia,Suffering,Cat,Intact Female,Domestic Medium Hair Mix,Brown Tabby/White,14.3598809,1.475180238
6428,A695978,Peter Pan,2015-02-04 16:17:00,Transfer,Partner,Dog,Intact Male,Chihuahua Shorthair Mix,Black/Tan,44.2102437,2.44795483
6429,A684756,,2014-08-05 11:48:00,Transfer,Partner,Dog,Spayed Female,Shih Tzu,Black/White,24.65824619,2.44795483
6430,A667130,Harley,2013-12-10 16:54:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,58.49146617,1.810477401
6431,A691152,Lydia,2014-12-09 10:05:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Blue Tabby/White,31.70078497,1.596816009
6432,A667846,Gigi,2013-12-07 18:00:00,Transfer,Partner,Dog,Intact Female,Pit Bull Mix,Brown/White,45.55103219,1.959760051
6433,A705818,Cher,2015-07-02 0:00:00,Transfer,Partner,Cat,Spayed Female,Domestic Longhair Mix,Blue Tabby,32.83019013,1.596816009
6434,A713937,Fisher,2016-02-09 8:00:00,Died,In Kennel,Dog,Neutered Male,Staffordshire Mix,Black/White,35.45996612,2.22198504
6435,A688599,,2014-09-21 13:21:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Tortie,26.96094833,1.416246109
6436,A701149,,2015-06-25 10:27:00,Adoption,Foster,Dog,Neutered Male,Dachshund/Manchester Terrier,White,30.59341532,1.596816009
6437,A668348,,2013-12-03 14:38:00,Transfer,Partner,Dog,Intact Male,Australian Shepherd Mix,Black/Tricolor,19.9591885,1.475180238
6438,A682740,,2014-07-02 14:14:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,46.64592224,1.171708511
6439,A646733,Achilles,2014-04-19 18:40:00,Adoption,,Dog,Neutered Male,Pit Bull Mix,Blue/White,45.80903912,2.121351779
6440,A710178,Louis,2015-09-18 13:25:00,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Black,26.03820266,1.728481239
6441,A703254,Hudson,2015-06-25 16:54:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,49.49796159,2.405198492
6442,A678090,Clementine,2014-06-04 15:09:00,Adoption,,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby,59.10371129,1.475180238
6443,A696025,Gunther,2015-02-04 18:13:00,Adoption,,Dog,Neutered Male,Pit Bull Mix,Brown Brindle/White,14.12253668,2.121351779
6444,A713466,Kermit,2015-10-13 19:00:00,Adoption,,Dog,Intact Male,Chihuahua Shorthair Mix,Sable,37.6226661,2.603518782
6445,A704207,,2015-06-02 15:53:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Black Tabby,51.4227771,1.352104604
6446,A715283,Maja,2015-11-10 0:00:00,Transfer,Partner,Dog,Neutered Male,Great Pyrenees/Labrador Retriever,White/Tan,42.5665287,1.959760051
6447,A715528,Leah,2016-01-12 14:27:00,Adoption,,Dog,Spayed Female,Staffordshire Mix,Brown/White,36.68713255,1.959760051
6448,A708905,Dale,2015-11-22 16:52:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Blue Tabby,49.88861244,1.728481239
6449,A676544,,2014-04-15 16:58:00,Transfer,Partner,Dog,Intact Female,Chihuahua Shorthair Mix,Tan,44.44535593,2.22198504
6450,A692381,,2014-12-19 16:42:00,Adoption,Foster,Dog,Neutered Male,German Shepherd/Labrador Retriever,Brown Brindle/White,16.3307714,1.475180238
6451,A695686,Freckles,2015-05-20 13:46:00,Return_to_owner,,Dog,Spayed Female,Dalmatian Mix,White/Black,53.58886262,1.959760051
6452,A713419,,2015-10-07 8:31:00,Transfer,Partner,Dog,Intact Female,Australian Cattle Dog Mix,Tan,45.89483507,1.596816009
6453,A673888,,2014-03-04 13:58:00,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,19.74457516,2.405198492
6454,A676117,Leo,2014-04-16 19:05:00,Adoption,,Cat,Neutered Male,Maine Coon Mix,Brown Tabby,41.50121884,2.22198504
6455,A675370,Easy,2014-06-07 14:08:00,Return_to_owner,,Dog,Intact Male,Cane Corso Mix,Blue/White,36.18344424,2.22198504
6456,A686410,Nugget,2014-08-24 15:00:00,Return_to_owner,,Dog,Intact Male,Labrador Retriever Mix,Tan,30.75028682,2.121351779
6457,A684972,Tommy,2014-09-15 17:25:00,Adoption,,Cat,Neutered Male,Domestic Medium Hair Mix,Brown Tabby,45.25175335,1.596816009
6458,A680995,,2014-06-11 9:54:00,Euthanasia,Suffering,Cat,Unknown,Domestic Shorthair Mix,Black,21.99305283,1.463592192
6459,A686794,Joey,2014-08-31 12:17:00,Transfer,Partner,Dog,Intact Male,Shih Tzu/Miniature Schnauzer,Black/White,35.96528805,1.959760051
6460,A691691,Tiva,2015-01-02 18:52:00,Adoption,,Dog,Spayed Female,German Shepherd/Labrador Retriever,Red,45.56683464,1.940364895
6461,A686208,Jaycup,2014-09-07 18:59:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,34.88012877,2.57775254
6462,A704764,,2015-06-09 9:52:00,Euthanasia,Suffering,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,43.87608372,2.121351779
6463,A649920,Dr. Dog,2014-04-04 13:08:00,Adoption,,Dog,Neutered Male,German Shepherd,Brown,49.10794959,2.121351779
6464,A704984,Daisy,2015-06-20 0:00:00,Transfer,Partner,Dog,Spayed Female,Boxer Mix,Brown/White,44.9000539,1.773136415
6465,A708055,Addie,2015-07-28 16:55:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,48.62470904,1.596816009
6466,A690846,,2014-10-27 13:21:00,Transfer,Partner,Dog,Intact Male,Pit Bull Mix,Buff,37.20541233,1.773136415
6467,A545642,Cow,2014-06-19 17:26:00,Return_to_owner,,Dog,Spayed Female,Miniature Pinscher,Black/Brown,44.8178522,2.355591419
6468,A717062,Holly,2016-02-13 13:05:00,Adoption,Foster,Dog,Spayed Female,Chihuahua Shorthair/Cardigan Welsh Corgi,Chocolate/Tan,48.14651686,2.121351779
6469,A691872,Tom,2014-12-23 12:03:00,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,24.05276926,1.596816009
6470,A705349,Bacon,2015-07-19 15:16:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,45.54343647,1.596816009
6471,A671084,Marley,2014-05-11 18:15:00,Adoption,,Dog,Spayed Female,Labrador Retriever Mix,Buff/White,28.7043001,1.773136415
6472,A714460,,2015-10-28 13:15:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Gray Tabby,46.62460862,1.6725662
6473,A668552,Mr Pink,2013-12-21 18:27:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White,53.17631936,2.121351779
